n_subs,rank,genotype,mu_real,sigma_real
8,75,0-0-4-2-2-0-1-1-0-1-0-2-0-4-0-0,-608.5814,168.1056
8,76,0-0-4-0-1-0-0-2-1-1-0-2-2-4-0-0,-608.56775,174.9987
8,77,0-1-4-2-1-0-0-2-1-0-0-1-0-4-0-0,-608.4324,173.62888
8,78,0-0-4-0-3-0-0-2-2-1-0-1-2-4-0-0,-608.35895,174.26628
8,79,0-1-4-1-1-0-0-0-0-1-0-2-0-4-1-0,-607.4265,165.35162
8,80,0-0-4-0-1-0-1-3-0-1-1-1-0-4-0-0,-607.36914,148.04494
8,81,0-1-4-0-2-0-0-3-1-0-0-1-0-4-3-0,-607.2514,171.22073
8,82,0-0-4-1-1-0-0-1-2-0-0-3-2-4-0-0,-607.11475,188.26622
8,83,0-0-4-1-1-0-1-1-0-0-1-2-0-4-0-0,-606.88525,165.08344
8,84,0-1-4-0-2-1-0-0-1-1-0-2-0-4-0-0,-606.7555,163.04272
8,85,0-1-4-1-1-0-1-1-0-0-0-0-0-4-1-0,-606.713,150.71313
8,86,0-2-4-0-1-0-1-2-0-0-0-0-2-4-1-0,-606.2123,162.8907
8,87,0-2-4-2-3-0-0-0-1-0-0-1-0-4-2-0,-606.076,193.40494
8,88,0-3-4-1-0-0-1-1-1-0-0-0-0-4-2-0,-605.6057,142.23965
8,89,0-0-4-0-3-1-1-2-1-0-0-1-0-4-0-0,-604.734,160.57773
8,90,0-0-4-0-1-0-2-1-1-0-1-3-0-4-0-0,-604.3141,182.42902
8,91,0-0-4-2-1-0-0-3-1-0-0-0-1-4-1-0,-604.1792,169.01387
8,92,0-1-4-2-2-0-0-1-1-0-0-2-0-4-0-0,-603.7868,183.91614
8,93,0-0-4-0-1-0-0-2-2-1-1-2-0-4-0-0,-603.63086,161.33156
8,94,0-0-4-0-3-0-0-1-2-0-1-3-2-4-0-0,-603.14496,186.98697
8,95,0-1-4-0-1-0-0-1-1-0-0-1-1-4-0-0,-602.83813,164.98631
8,96,0-0-4-0-3-1-0-2-3-0-2-2-0-4-0-0,-602.07043,177.76006
8,97,0-1-4-2-1-0-0-0-1-1-0-1-0-4-0-0,-601.7617,163.70561
8,98,0-0-4-0-1-0-0-1-2-1-0-2-0-4-1-0,-601.4488,158.38318
8,99,0-0-4-2-2-0-0-2-0-1-0-1-0-4-1-0,-601.40027,166.98404
8,100,0-1-4-0-2-0-1-2-1-0-0-2-0-4-0-0,-601.2749,163.55412
9,1,0-2-4-0-1-0-1-1-1-0-0-1-0-4-1-0,-642.886,152.98808
9,2,0-1-4-0-1-0-0-1-1-1-0-1-0-4-2-0,-642.886,152.98808
9,3,0-1-4-0-1-0-0-1-1-1-0-1-0-4-1-0,-637.262,149.27875
9,4,0-3-4-0-1-0-1-1-2-0-0-1-0-4-1-0,-633.87585,144.33775
9,5,0-2-4-0-1-0-0-2-1-1-0-1-0-4-3-0,-629.2446,149.64268
9,6,0-1-4-2-1-1-0-0-1-0-0-1-0-4-1-0,-621.44336,167.0281
9,7,0-1-4-0-1-0-0-1-0-0-1-1-2-4-1-0,-621.44336,167.0281
9,8,0-1-4-2-1-0-0-0-1-0-0-1-2-4-2-0,-620.29553,181.94304
9,9,0-1-4-0-1-0-0-1-1-0-1-1-0-4-2-0,-618.5841,162.00175
9,10,0-2-4-2-1-0-1-1-0-0-0-1-0-4-1-0,-618.2495,162.3876
9,11,0-1-4-0-1-0-0-0-1-1-0-1-2-4-1-0,-614.96704,158.21042
9,12,0-1-4-0-1-0-0-1-1-0-1-1-0-4-1-0,-614.9261,157.95026
9,13,0-2-4-2-0-0-0-1-1-0-0-1-2-4-1-0,-614.6189,173.02359
9,14,0-2-4-0-1-0-1-1-0-0-0-1-2-4-1-0,-614.1771,162.88084
9,15,0-1-4-2-1-0-0-1-1-0-0-0-1-4-3-0,-610.1316,157.20488
9,16,0-1-4-0-1-0-1-1-0-0-0-1-2-4-2-0,-610.0519,161.94357
9,17,0-1-4-0-0-1-0-1-1-1-0-1-0-4-1-0,-606.95856,139.5664
9,18,0-1-4-0-1-0-0-2-1-0-0-1-1-4-1-0,-606.6373,162.47554
9,19,0-3-4-0-1-0-0-1-0-1-0-1-2-4-2-0,-606.48425,157.28223
9,20,0-1-4-0-1-0-1-1-0-1-0-1-0-4-2-0,-606.2092,142.5728
9,21,0-1-4-0-1-1-1-0-0-0-0-1-2-4-1-0,-605.38806,156.98734
9,22,0-2-4-2-0-0-0-1-1-1-0-1-0-4-1-0,-605.0452,153.34734
9,23,0-3-4-2-0-0-1-1-2-0-0-1-0-4-1-0,-604.8872,145.33548
9,24,0-2-4-2-1-0-1-0-0-1-0-1-0-4-1-0,-604.09,151.87738
9,25,0-1-4-0-1-0-1-0-1-0-0-2-2-4-2-0,-602.4588,167.48094
9,26,0-1-4-0-1-0-1-0-2-1-0-1-0-4-1-0,-602.3861,139.98201
9,27,0-2-4-0-2-1-0-0-1-0-0-1-2-4-2-0,-601.34863,183.56389
9,28,0-2-4-0-1-0-1-1-0-0-0-1-1-4-1-0,-601.2469,156.08386
9,29,0-0-4-0-1-1-0-3-3-1-0-1-2-4-0-0,-601.2118,162.49965
9,30,0-0-4-2-1-0-0-1-1-1-0-1-2-4-0-0,-599.2578,168.21844
9,31,0-1-4-0-1-0-0-2-1-1-0-2-0-4-1-0,-598.8833,155.32863
9,32,0-1-4-0-1-0-0-1-1-1-0-1-0-3-1-0,-598.6437,150.77455
9,33,0-1-4-2-0-0-1-1-0-0-0-1-2-4-1-0,-598.3336,158.97386
9,34,0-2-4-2-1-0-0-1-2-0-0-0-1-4-3-0,-597.64014,162.76169
9,35,0-3-4-2-0-0-1-1-0-0-0-1-1-4-1-0,-596.64526,147.03734
9,36,0-1-4-0-2-0-1-0-2-0-0-1-2-4-1-0,-596.59045,164.41429
9,37,0-0-4-0-2-1-1-1-0-1-1-2-0-4-0-0,-596.521,145.57115
9,38,0-2-4-0-2-0-1-1-0-0-0-1-2-4-2-0,-595.0467,174.16162
9,39,0-1-4-0-2-1-1-0-1-0-0-1-0-4-1-0,-594.4049,152.49962
9,40,0-2-4-0-0-0-1-1-1-0-0-1-2-4-1-0,-593.4767,153.62859
9,41,0-0-4-2-2-0-0-2-1-1-0-2-2-4-0-0,-593.312,179.58446
9,42,0-2-4-0-2-0-1-0-1-1-0-1-0-4-1-0,-591.52234,148.0978
9,43,0-2-4-1-0-0-0-3-1-1-0-0-2-4-1-0,-591.2049,149.8951
9,44,0-2-4-2-1-0-0-0-1-1-0-0-2-4-1-0,-590.0658,162.35463
9,45,0-1-4-3-1-0-0-3-1-1-0-0-0-4-2-0,-590.0591,148.62941
9,46,0-1-3-0-1-1-0-0-0-0-1-1-2-4-2-0,-589.8668,172.56932
9,47,0-1-4-2-1-0-1-1-0-0-1-0-0-4-1-0,-589.56287,148.92538
9,48,0-1-4-2-1-1-0-0-0-1-0-0-2-4-2-0,-589.5569,161.17465
9,49,0-0-4-2-1-0-0-3-3-1-0-1-2-3-0-0,-589.0398,174.94975
9,50,0-0-4-2-2-0-1-2-1-0-0-2-2-4-0-0,-588.5232,179.46928
9,51,0-1-3-2-1-0-0-1-0-0-0-1-2-4-2-0,-587.92035,183.23682
9,52,0-2-4-0-1-0-1-2-1-0-0-0-1-4-1-0,-587.8342,146.98541
9,53,0-1-4-0-0-0-1-0-1-1-0-1-2-4-2-0,-587.72327,142.9534
9,54,0-0-4-0-2-1-0-1-3-1-0-1-2-4-0-0,-587.5851,165.30305
9,55,0-2-4-2-1-0-0-0-0-1-1-1-0-4-1-0,-587.5616,160.43497
9,56,0-1-4-2-1-0-0-0-0-1-0-1-1-4-1-0,-587.1371,160.41843
9,57,0-1-4-0-1-1-0-1-0-1-0-0-2-4-2-0,-586.50696,151.3833
9,58,0-1-4-0-2-0-1-0-0-1-1-1-0-4-1-0,-586.0065,142.74321
9,59,0-0-4-0-1-1-1-0-3-1-0-2-2-4-0-0,-585.83234,152.82584
9,60,0-1-4-0-2-0-1-2-0-1-0-1-0-4-1-0,-585.63995,145.09593
9,61,0-0-4-2-1-2-0-1-1-1-0-1-0-4-0-0,-585.54834,154.68184
9,62,0-1-4-1-1-0-0-2-2-0-0-0-2-4-2-0,-584.8788,167.0328
9,63,0-3-4-2-0-0-0-1-1-1-0-1-0-3-1-0,-584.5744,146.07582
9,64,0-0-4-2-2-1-1-0-1-1-0-2-0-4-0-0,-583.17224,155.15787
9,65,0-1-4-2-0-1-0-0-2-1-0-1-0-4-1-0,-582.82605,149.61098
9,66,0-2-4-2-1-0-1-0-0-0-0-2-2-4-1-0,-582.36975,176.53291
9,67,0-0-4-1-1-1-0-2-3-0-0-1-2-4-0-0,-582.307,173.04446
9,68,0-1-4-2-0-1-0-0-1-0-1-1-0-4-1-0,-582.06793,158.52147
9,69,0-2-4-0-1-0-0-3-1-0-0-1-1-4-1-0,-581.39856,169.69449
9,70,0-2-4-0-1-0-0-2-2-0-1-1-0-4-1-0,-581.3615,162.56677
9,71,0-1-4-2-3-0-0-0-1-0-0-1-2-4-3-0,-581.01544,178.1564
9,72,0-3-4-2-1-0-0-1-0-1-0-0-2-4-1-0,-580.58704,153.87529
9,73,0-1-4-2-0-0-0-1-0-1-1-1-0-4-1-0,-580.5046,146.4305
9,74,0-0-4-0-2-0-0-4-1-1-1-1-2-4-0-0,-579.93036,135.35016
9,75,0-1-4-0-3-0-1-0-1-1-0-1-0-4-1-0,-579.67267,144.77979
9,76,0-3-4-2-1-1-0-0-0-0-0-1-2-4-1-0,-577.84607,171.23354
9,77,0-1-4-0-3-0-0-1-1-0-0-2-2-4-2-0,-577.448,183.29366
9,78,0-1-4-2-1-1-1-0-1-0-0-3-0-4-0-0,-577.43604,156.27881
9,79,0-2-4-3-1-0-0-1-1-1-0-0-0-4-1-0,-577.4237,144.62067
9,80,0-1-4-2-2-0-1-0-1-0-0-2-0-4-2-0,-577.2048,173.46758
9,81,0-1-4-0-2-0-0-2-0-1-0-2-2-4-1-0,-576.6885,169.3314
9,82,0-1-4-2-1-0-1-0-0-1-0-0-2-4-2-0,-576.5373,152.61932
9,83,0-0-4-2-2-0-0-3-0-1-1-1-0-4-1-0,-575.97565,158.97272
9,84,0-3-4-2-0-0-0-3-2-0-0-1-3-4-1-0,-575.79785,159.27219
9,85,0-1-4-2-1-0-1-2-0-1-0-0-0-4-1-0,-575.3822,139.69554
9,86,0-1-4-2-1-1-0-0-0-1-0-1-0-4-3-0,-575.1255,152.18118
9,87,0-2-4-0-0-0-1-1-1-0-0-1-4-4-2-0,-574.8591,139.42097
9,88,0-0-4-2-2-1-1-0-1-1-0-1-0-4-0-0,-574.7677,150.59135
9,89,0-1-4-0-3-0-1-0-1-1-0-1-0-4-2-0,-574.72205,148.59966
